typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE groundViewPercentage firstViewPercentage
0.7 2 0.7 2 23 3 2241.1 0.5 3 2.6 3 43 34.4 10.3 8 66.3 66.5
0.7 2 0.7 2 23.1 3 2248.3 0.5 3 2.6 3 43 34.4 10.2 8 66.5 66.7
0.7 2 0.7 2 23.2 3 2260.4 0.5 3 2.6 3.1 42.9 34.3 10.2 8 66.5 66.7
0.7 2 0.7 2 23.5 3 2292.7 0.5 3 2.6 3.2 42.6 34 10.1 7.9 66.5 66.7
0.7 2 0.7 2.1 23.9 2.9 2334.4 0.5 3 2.6 3.4 42.2 33.7 10 7.9 66.6 66.7
0.7 2 0.7 2.1 24.4 2.9 2385.5 0.5 3 2.6 3.6 41.9 33.4 10 7.8 66.7 66.9
0.7 2 0.7 2.1 25 2.9 2441.4 0.5 3 2.6 3.9 41.5 32.9 9.9 7.8 66.8 66.9
0.7 2 0.7 2.2 25.7 2.8 2513.8 0.5 3 2.6 4.2 40.8 32.3 9.8 7.7 66.9 67
0.7 2 0.7 2.2 26.1 2.8 2559 0.5 3 2.7 4.4 40.5 32 9.7 7.7 67 67
0.7 2 0.7 2.2 26.4 2.8 2591.2 0.5 3 2.7 4.5 40.5 31.9 9.8 7.7 67.2 67.2
0.7 2 0.7 2.2 26.7 2.7 2624.2 0.5 3 2.7 4.7 40.3 31.7 9.8 7.7 67.3 67.2
0.7 2 0.7 2.2 27 2.7 2657.5 0.5 3 2.7 4.8 40.1 31.5 9.8 7.6 67.4 67.3
0.7 2 0.7 2.3 27.3 2.7 2692 0.5 3.1 2.7 5 39.9 31.3 9.7 7.6 67.5 67.4
0.7 2 0.7 2.3 27.6 2.7 2726.6 0.5 3.1 2.7 5.1 39.7 31.1 9.7 7.6 67.6 67.5
0.7 2 0.7 2.3 28 2.7 2761 0.5 3.1 2.7 5.3 39.5 30.8 9.7 7.5 67.7 67.6
0.7 2 0.7 2.3 28.3 2.6 2799.3 0.5 3.1 2.7 5.5 39.3 30.6 9.7 7.5 67.7 67.6
0.7 2 0.7 2.3 28.7 2.6 2838.5 0.5 3.1 2.7 5.6 38.6 30 9.4 7.4 67.7 67.6
0.7 2 0.7 2.4 29.1 2.6 2877.6 0.5 3.1 2.7 5.8 38.3 29.7 9.5 7.4 67.7 67.5
0.7 2 0.7 2.4 29.5 2.5 2919.1 0.5 3.1 2.7 6 38 29.4 9.5 7.4 67.7 67.4
0.7 2 0.7 2.4 29.9 2.5 2963.2 0.5 3.1 2.7 6.2 37.4 28.9 9.3 7.3 67.5 67.3
0.7 2 0.7 2.4 30.5 2.5 3012.5 0.5 3 2.7 6.4 36.5 28.1 9.1 7.2 67.3 67
0.7 2 0.7 2.5 30.9 2.4 3060.1 0.5 3.1 2.7 6.6 36.1 27.7 9 7.1 67.4 67.1
0.7 2 0.7 2.5 31.4 2.4 3109.2 0.5 3.1 2.7 6.8 35.7 27.3 8.9 7 67.5 67.1
0.7 2 0.7 2.5 31.9 2.4 3160.5 0.5 3 2.7 7 35 26.8 8.7 6.9 67.5 67.1
0.7 2 0.7 2.6 32.4 2.4 3211.6 0.5 3 2.8 7.2 34.5 26.3 8.5 6.9 67.6 67.2
0.7 2 0.7 2.6 32.9 2.3 3262.9 0.5 3 2.8 7.4 34.1 25.9 8.4 6.8 67.7 67.3
0.7 2 0.7 2.6 33.5 2.3 3315.1 0.5 3 2.8 7.5 33.4 25.3 8.2 6.7 67.8 67.3
0.7 2 0.7 2.7 34 2.3 3365 0.5 3 2.8 7.7 33 24.9 8 6.7 67.9 67.4
0.7 2 0.7 2.7 34.5 2.3 3412.8 0.5 3 2.8 7.9 32.5 24.5 7.9 6.6 68 67.5
0.7 2 0.7 2.7 35.2 2.2 3480.3 0.5 3 2.8 8.2 31.8 23.8 7.7 6.5 68.1 67.5
0.7 2 0.7 2.8 35.8 2.2 3544.7 0.5 3 2.8 8.4 31 23.1 7.4 6.4 68.1 67.5
0.7 2 0.7 2.8 36.6 2.2 3615 0.5 3 2.8 8.7 30.2 22.4 7.2 6.2 68.1 67.5
0.7 2 0.7 2.8 37.1 2.1 3664.2 0.5 3 2.8 8.9 29.6 21.9 7 6.2 68.1 67.5
0.7 2 0.7 2.8 37.4 2.1 3703.4 0.5 3 2.8 9 29.2 21.5 6.9 6.1 68.1 67.4
0.7 2 0.7 2.9 37.8 2.1 3741.4 0.5 3 2.8 9.2 28.8 21.1 6.8 6.1 68.1 67.4
0.8 1.6 0.8 1.7 15.6 2 1456.1 0.7 2.9 2.1 1.9 40.4 35.4 15.5 9.7 51.9 50.5
0.6 1.5 0.7 1.7 16 2.1 1499.3 0.6 2.9 2.2 2.1 41.2 36.1 15.9 9.9 53.1 51.6
0.7 1.6 0.6 1.7 16.8 2.1 1590.9 0.6 3 2.2 2.1 43.4 37.8 16.4 10.2 56 54.5
0.8 1.7 0.7 1.7 17.1 2.3 1629.3 0.6 3 2.3 2.2 43.6 37.7 16.1 10.1 56.7 55.4
0.7 1.7 0.7 1.7 17.9 2.3 1698.3 0.6 2.9 2.3 2.4 43.8 37.6 15.7 9.9 57.9 56.7
0.7 1.8 0.7 1.8 18.3 2.3 1748.5 0.6 3 2.4 2.4 43.9 37.6 15.3 9.9 58.9 57.9
0.7 1.9 0.7 1.7 18.8 2.4 1791.6 0.5 3 2.4 2.5 44 37.4 15 9.8 59.7 58.6
0.7 1.9 0.7 1.8 19.6 2.4 1874.7 0.6 3 2.4 2.6 43.8 37 14.4 9.5 60.7 59.9
0.7 1.8 0.7 1.9 20 2.6 1924.2 0.6 3 2.4 2.7 44.1 36.9 14 9.3 61.8 61.1
0.7 1.9 0.7 1.9 20.7 2.7 1999.9 0.6 3 2.5 2.8 43.8 36.3 13.2 9.1 62.6 62.1
0.7 1.9 0.7 1.9 21.3 2.7 2065.6 0.6 3.1 2.5 3 44.1 36.3 12.9 9 63.9 63.5
0.7 1.9 0.7 2 21.8 2.7 2117.6 0.5 3 2.5 3 43.7 35.7 12.1 8.7 64.4 64.2
0.7 1.9 0.7 2 22.3 2.8 2169.6 0.5 3 2.6 3.1 43.4 35.2 11.5 8.5 65.1 65
0.7 2 0.7 2 22.6 2.9 2200.5 0.5 3 2.6 3.1 43.2 34.9 11.1 8.3 65.6 65.5
0.7 2 0.7 2 22.9 2.9 2226.8 0.5 3 2.6 3.1 43.2 34.7 10.8 8.2 66 66
0.7 2 0.7 2 23 3 2243.5 0.5 3 2.6 3.1 43 34.5 10.5 8.1 66.2 66.3
0.7 2 0.7 2 23.2 3 2257.5 0.5 3 2.6 3.1 43.1 34.5 10.4 8 66.4 66.6
0.7 2 0.7 2 23.4 3 2284 0.5 3 2.6 3.2 42.8 34.2 10.2 8 66.6 66.7
0.7 2 0.7 2 23.7 2.9 2313.6 0.5 3 2.6 3.4 42.7 34.1 10.2 8 66.7 66.8
0.7 2 0.7 2.1 24.1 2.9 2354.2 0.5 3 2.6 3.5 42.4 33.8 10.2 7.9 66.7 66.9
0.7 2 0.7 2.1 24.7 2.9 2416.8 0.5 3 2.6 3.8 41.9 33.3 10.1 7.9 66.9 67
0.7 2 0.7 2.1 25.2 2.8 2470.9 0.5 3 2.6 4.1 41.6 33 10.1 7.8 67 67
0.7 2 0.7 2.2 25.7 2.8 2527.1 0.5 3.1 2.7 4.4 41.5 32.8 10.3 7.9 67.2 67.2
0.7 2 0.7 2.2 26.1 2.8 2571 0.5 3.1 2.7 4.6 41.3 32.6 10.3 7.8 67.3 67.3
0.7 2 0.7 2.2 26.3 2.7 2602.3 0.5 3.1 2.7 4.7 41.2 32.4 10.3 7.8 67.4 67.4
0.7 2 0.7 2.2 26.6 2.7 2634.1 0.5 3.1 2.7 4.9 41.4 32.5 10.5 7.8 67.7 67.6
0.7 2 0.7 2.2 26.9 2.7 2667.2 0.5 3.1 2.7 5.1 41.2 32.3 10.5 7.8 67.8 67.7
0.7 2 0.7 2.3 27.2 2.7 2700.8 0.5 3.1 2.7 5.2 41.1 32.1 10.4 7.8 67.9 67.8
0.7 2 0.7 2.3 27.5 2.7 2734.5 0.5 3.1 2.7 5.3 40.9 31.9 10.3 7.8 68.1 68
0.7 2 0.7 2.3 27.8 2.6 2769.6 0.5 3.1 2.7 5.5 40.8 31.7 10.4 7.8 68.1 68
0.7 2 0.7 2.3 28.2 2.6 2808.3 0.5 3.1 2.7 5.7 40.2 31.3 10.3 7.7 68.1 67.9
0.7 2 0.7 2.4 28.6 2.6 2847.3 0.5 3.1 2.7 5.8 40 31 10.2 7.6 68.3 68.1
0.7 2 0.7 2.4 29 2.6 2886.6 0.5 3.1 2.7 6 39.7 30.7 10.1 7.6 68.4 68.2
0.7 2 0.7 2.4 29.4 2.5 2928.3 0.5 3.1 2.7 6.1 39.1 30.2 10 7.5 68.3 68
0.7 2 0.7 2.4 29.8 2.5 2972.6 0.5 3.1 2.7 6.4 38.7 29.8 10 7.5 68.2 67.9
0.7 2 0.7 2.5 30.4 2.5 3021.8 0.5 3.1 2.7 6.5 37.9 29.1 9.7 7.4 68.1 67.8
0.7 2 0.7 2.5 30.8 2.4 3070.7 0.5 3.1 2.8 6.8 37.5 28.7 9.7 7.3 68.1 67.8
0.7 2 0.7 2.5 31.5 2.4 3127.1 0.5 3.1 2.8 6.9 36.2 27.7 9.2 7.1 67.9 67.6
0.7 2 0.7 2.5 32 2.4 3179.7 0.5 3.1 2.8 7.1 35.8 27.3 9 7.1 68 67.6
0.7 2 0.7 2.6 32.7 2.4 3239.8 0.5 3 2.8 7.3 34.6 26.3 8.6 6.9 67.9 67.4
0.7 2 0.7 2.6 33.2 2.3 3294.3 0.5 3 2.8 7.5 34 25.8 8.4 6.8 68 67.5
0.7 2 0.7 2.6 33.8 2.3 3348.8 0.5 3 2.8 7.7 33.5 25.3 8.2 6.7 68.1 67.6
0.7 2 0.7 2.7 34.4 2.3 3404.3 0.5 3 2.8 7.9 32.8 24.7 8 6.6 68.1 67.6
0.7 2 0.7 2.7 34.9 2.3 3456.3 0.5 3 2.8 8.1 32.3 24.3 7.8 6.6 68.2 67.7
0.7 2 0.7 2.8 35.7 2.2 3529 0.5 3 2.8 8.3 31.5 23.5 7.6 6.4 68.3 67.7
0.7 2 0.7 2.8 36.5 2.2 3609.1 0.5 3 2.8 8.6 30.7 22.8 7.4 6.3 68.4 67.8
0.7 2 0.7 2.8 37.1 2.1 3671.6 0.5 3 2.8 8.9 30 22.2 7.1 6.2 68.5 67.8
0.7 2 0.7 2.9 37.6 2.1 3723.6 0.5 3 2.9 9.1 29.5 21.7 7 6.1 68.5 67.8
0.7 2 0.7 2.9 38.1 2.1 3775.7 0.5 3 2.9 9.3 28.9 21.1 6.8 6.1 68.5 67.8
0.7 2 0.7 2.9 38.4 2.1 3802.3 0.5 3 2.9 9.4 28.4 20.8 6.7 6 68.4 67.7
0.7 1.5 0.6 1.6 15.8 1.9 1463.5 0.7 3 2 2.1 42.5 37.9 17.3 10.5 53.7 51.8
0.7 1.7 0.6 1.6 16.4 2.2 1540.5 0.6 3 2.3 2.2 44.7 39.4 18 10.9 56.2 54.3
0.8 1.6 0.6 1.7 17 2.2 1607.7 0.7 3.1 2.3 2.2 45.5 40 17.9 10.8 57.7 56
0.6 1.6 0.7 1.7 17.3 2.1 1643.3 0.6 3.1 2.3 2.3 45.6 39.8 17.5 10.7 58.3 56.9
0.8 1.7 0.7 1.8 17.8 2.3 1690 0.7 3.1 2.3 2.4 45.7 39.8 17.2 10.7 59.2 57.7
0.7 1.8 0.7 1.7 18.3 2.2 1738.7 0.6 3.1 2.3 2.4 45.3 39.1 16.5 10.3 59.7 58.5
0.7 1.8 0.7 1.8 19 2.3 1812.5 0.6 3.1 2.4 2.6 45.8 39.3 16.3 10.3 61.1 60
0.7 1.8 0.7 1.9 19.4 2.4 1864.4 0.6 3.1 2.4 2.6 45.7 39.1 15.7 10.2 62 60.8
0.7 1.8 0.7 1.9 20 2.5 1923.6 0.6 3.1 2.5 2.7 45.5 38.5 15.1 9.9 62.6 61.7
0.7 1.9 0.7 1.9 20.6 2.6 1988 0.6 3.1 2.5 2.8 45.5 38.2 14.6 9.7 63.6 62.8
0.7 1.9 0.7 1.9 21.1 2.7 2045.4 0.6 3.1 2.5 2.9 45 37.3 13.7 9.4 64.1 63.5
0.7 1.9 0.7 2 21.7 2.7 2108.5 0.6 3.1 2.5 3 44.5 36.6 12.9 9 64.8 64.3
0.7 1.9 0.7 2 22.1 2.8 2151.3 0.6 3.1 2.5 3.1 44.3 36.2 12.4 8.8 65.3 65
0.7 2 0.7 2 22.5 2.8 2188.1 0.5 3 2.6 3.1 43.9 35.6 11.8 8.6 65.7 65.5
0.7 2 0.7 2 22.8 2.9 2221.6 0.5 3 2.6 3.2 43.7 35.2 11.3 8.4 66 66
0.7 2 0.7 2 23 2.9 2244.9 0.5 3 2.6 3.2 43.6 35 11 8.3 66.3 66.4
0.7 2 0.7 2 23.3 2.9 2275.8 0.5 3 2.6 3.3 43.4 34.7 10.7 8.2 66.6 66.6
0.7 2 0.7 2 23.5 2.9 2302.3 0.5 3 2.6 3.3 43.1 34.4 10.5 8 66.7 66.9
0.7 2 0.7 2.1 23.8 2.9 2334 0.5 3 2.6 3.5 42.8 34.1 10.3 8 66.8 67
0.7 2 0.7 2.1 24.3 2.9 2386.8 0.5 3 2.6 3.7 42.5 33.8 10.4 8 66.9 67
0.7 2 0.7 2.1 24.8 2.8 2435.3 0.5 3.1 2.6 4 42.4 33.6 10.5 8 67.1 67.1
0.7 2 0.7 2.1 25.2 2.8 2487.9 0.5 3.1 2.7 4.2 42.1 33.3 10.6 8 67.2 67.2
0.7 2 0.7 2.2 25.9 2.7 2554.5 0.5 3.1 2.7 4.6 41.7 32.9 10.5 7.9 67.3 67.3
0.7 2 0.7 2.2 26.1 2.7 2583.6 0.5 3.1 2.7 4.7 41.7 32.9 10.6 7.9 67.5 67.4
0.7 2 0.7 2.2 26.4 2.7 2613.7 0.5 3.1 2.7 4.9 41.7 32.8 10.7 7.9 67.6 67.5
0.7 2 0.7 2.2 26.7 2.7 2645.6 0.5 3.1 2.7 5 41.5 32.6 10.7 7.9 67.7 67.6
0.7 2 0.7 2.3 26.9 2.7 2677.9 0.5 3.1 2.7 5.2 41.4 32.4 10.7 7.9 67.8 67.7
0.7 2 0.7 2.3 27.3 2.6 2711.2 0.5 3.1 2.7 5.3 41.3 32.3 10.7 7.9 68 67.8
0.7 2 0.7 2.3 27.5 2.6 2743.1 0.5 3.2 2.7 5.5 41.5 32.4 10.9 7.9 68.3 68.1
0.7 2 0.7 2.3 27.8 2.6 2778.5 0.6 3.2 2.7 5.7 41.4 32.2 10.8 7.9 68.4 68.2
0.7 2 0.7 2.3 28.2 2.6 2815.8 0.6 3.2 2.7 5.8 41.2 31.9 10.8 7.8 68.5 68.3
0.7 2 0.7 2.4 28.6 2.6 2855.5 0.5 3.2 2.7 5.9 40.8 31.6 10.6 7.8 68.7 68.5
0.7 2 0.7 2.4 28.9 2.6 2893.9 0.5 3.2 2.7 6.1 40.5 31.3 10.5 7.7 68.8 68.6
0.7 2 0.7 2.4 29.4 2.5 2938.3 0.5 3.2 2.7 6.2 39.7 30.6 10.2 7.6 68.7 68.5
0.7 2 0.7 2.4 29.9 2.5 2984.2 0.5 3.2 2.7 6.5 39.3 30.2 10.3 7.6 68.6 68.3
0.7 2 0.7 2.5 30.3 2.4 3032.7 0.5 3.2 2.8 6.7 38.9 29.8 10.2 7.5 68.6 68.3
0.7 2 0.7 2.5 30.9 2.4 3085.1 0.5 3.2 2.8 6.9 38 29.1 9.9 7.4 68.5 68.2
0.7 2 0.7 2.5 31.4 2.4 3137.5 0.5 3.2 2.8 7.1 37.5 28.6 9.8 7.3 68.6 68.2
0.7 2 0.7 2.6 32 2.4 3194.6 0.5 3.1 2.8 7.3 36.6 27.9 9.4 7.2 68.5 68.1
0.7 2 0.7 2.6 32.7 2.3 3254 0.5 3.1 2.8 7.4 35.7 27.1 9.1 7.1 68.5 68.1
0.7 2 0.7 2.6 33.4 2.3 3317.9 0.5 3.1 2.8 7.6 34.4 26.1 8.6 6.9 68.4 67.9
0.7 2 0.7 2.7 34.1 2.3 3380.9 0.5 3.1 2.8 7.8 33.4 25.2 8.2 6.7 68.3 67.8
0.7 2 0.7 2.7 34.7 2.3 3440.6 0.5 3 2.8 8 32.6 24.5 7.9 6.6 68.3 67.8
0.7 2 0.7 2.7 35.3 2.2 3496.9 0.5 3 2.8 8.2 32 24 7.8 6.5 68.4 67.9
0.7 2 0.7 2.8 36.2 2.2 3585.5 0.5 3 2.8 8.6 31.2 23.2 7.5 6.4 68.5 67.9
0.7 2 0.7 2.8 37 2.2 3660 0.5 3 2.8 8.8 30.3 22.4 7.2 6.3 68.6 68
0.7 2 0.7 2.9 37.6 2.1 3725.2 0.5 3 2.9 9.1 29.6 21.8 7 6.2 68.7 68
0.7 2 0.7 2.9 38.3 2.1 3791.6 0.5 3 2.9 9.3 28.9 21.1 6.8 6.1 68.7 68
0.7 2 0.7 2.9 38.7 2.1 3830.6 0.5 3 2.9 9.5 28.5 20.8 6.7 6 68.7 68
0.7 2 0.7 2.9 38.9 2.1 3855.8 0.5 3 2.9 9.6 28.2 20.5 6.6 6 68.7 68
0.7 1.6 0.6 1.8 16.1 2 1502.6 0.7 3.2 2.2 2 47 42 19.8 11.8 57.1 54.9
0.7 1.6 0.7 1.7 16.5 2.1 1555.5 0.7 3.2 2.3 2.2 47.7 42.4 19.9 11.8 58.4 56.2
0.7 1.7 0.8 1.7 16.9 2.1 1597.9 0.7 3.3 2.2 2.2 47.9 42.4 19.6 11.7 59.2 57.2
0.8 1.7 0.8 1.8 17.3 2.1 1633.3 0.7 3.1 2.2 2.3 47.3 41.5 18.9 11.5 59.4 57.5
0.7 1.7 0.6 1.8 17.7 2.2 1677.4 0.7 3.2 2.4 2.3 47.3 41.5 18.6 11.3 60.2 58.5
0.8 1.7 0.7 1.7 18.2 2.2 1730.2 0.7 3.3 2.4 2.5 47.8 41.6 18.2 11.3 61.3 59.5
0.8 1.8 0.7 1.9 18.9 2.4 1802.2 0.6 3.2 2.4 2.6 47.6 41.1 17.5 10.9 62.2 60.6
0.7 1.9 0.7 1.9 19.3 2.4 1856.5 0.7 3.2 2.5 2.6 47.7 41 17.2 10.8 63.1 61.7
0.8 1.8 0.7 1.8 19.8 2.5 1907.1 0.6 3.2 2.4 2.7 47.1 40 16.3 10.5 63.4 62.2
0.7 1.8 0.7 1.9 20.4 2.5 1967.8 0.6 3.2 2.5 2.8 47 39.7 15.8 10.3 64.2 63.3
0.7 1.9 0.7 1.9 21 2.6 2033.7 0.6 3.2 2.5 2.9 46.3 38.7 14.8 9.9 64.7 63.9
0.7 1.9 0.7 2 21.5 2.7 2085.8 0.6 3.2 2.5 3 46.2 38.4 14.3 9.6 65.5 64.8
0.7 1.9 0.7 2 21.9 2.7 2133.1 0.5 3.2 2.6 3.1 45.7 37.6 13.5 9.3 65.8 65.3
0.7 1.9 0.7 2 22.3 2.8 2181.4 0.5 3.1 2.6 3.2 45.3 36.9 12.8 9 66.2 65.9
0.7 2 0.7 2 22.6 2.8 2219 0.6 3.1 2.6 3.3 45.3 36.6 12.4 8.8 66.7 66.6
0.7 2 0.7 2 22.9 2.8 2257.9 0.5 3.1 2.6 3.4 44.8 36 11.9 8.6 66.9 66.8
0.7 2 0.7 2 23.3 2.9 2286.2 0.5 3.1 2.6 3.5 44.2 35.4 11.4 8.4 66.9 66.9
0.7 2 0.7 2 23.6 2.9 2317.1 0.5 3.1 2.6 3.5 43.6 34.8 11 8.2 66.9 67
0.7 2 0.7 2.1 24.1 2.9 2364.7 0.5 3.1 2.6 3.7 43 34.2 10.6 8.1 67 67.1
0.7 2 0.7 2.1 24.4 2.8 2405.1 0.5 3.1 2.6 3.9 42.9 34.1 10.8 8.1 67.1 67.1
0.7 2 0.7 2.1 24.9 2.8 2453.4 0.5 3.1 2.6 4.1 42.6 33.8 10.8 8.1 67.2 67.1
0.7 2 0.7 2.2 25.5 2.8 2517.3 0.5 3.1 2.7 4.4 42.3 33.4 10.8 8 67.3 67.2
0.7 2 0.7 2.2 25.9 2.7 2567.3 0.5 3.1 2.7 4.7 42.4 33.4 11 8.1 67.6 67.5
0.7 2 0.7 2.2 26.1 2.7 2595.6 0.5 3.1 2.7 4.9 42.3 33.3 11.1 8.1 67.7 67.6
0.7 2 0.7 2.2 26.4 2.7 2624.5 0.6 3.2 2.7 5 42.3 33.2 11.1 8.1 67.8 67.7
0.7 2 0.7 2.2 26.6 2.6 2654.6 0.6 3.2 2.7 5.2 42.2 33.1 11.2 8.1 68 67.8
0.7 2 0.7 2.3 26.9 2.6 2686 0.6 3.2 2.7 5.3 42.1 33 11.2 8.1 68.1 67.9
0.7 2 0.7 2.3 27.2 2.6 2718.1 0.6 3.2 2.7 5.5 42.3 33 11.3 8.1 68.4 68.2
0.7 2 0.7 2.3 27.5 2.6 2751.8 0.6 3.2 2.7 5.6 42.2 32.8 11.3 8 68.5 68.3
0.7 2 0.7 2.3 27.8 2.6 2788 0.6 3.2 2.7 5.8 41.9 32.6 11.2 8 68.6 68.4
0.7 2 0.7 2.3 28.2 2.6 2825.1 0.6 3.2 2.7 5.9 41.7 32.3 11.1 7.9 68.7 68.5
0.7 2 0.7 2.4 28.5 2.5 2863.7 0.6 3.2 2.7 6.1 41.4 32 11 7.9 68.9 68.7
0.7 2 0.7 2.4 28.9 2.5 2902.8 0.6 3.2 2.7 6.2 41 31.6 10.8 7.8 69 68.8
0.7 2 0.7 2.4 29.3 2.5 2944.4 0.6 3.2 2.8 6.4 40.7 31.3 10.8 7.8 69 68.8
0.7 2 0.7 2.4 29.8 2.5 2990.6 0.6 3.2 2.8 6.6 40.3 30.9 10.8 7.7 69 68.7
0.7 2 0.7 2.5 30.2 2.4 3039 0.6 3.2 2.8 6.8 39.8 30.5 10.7 7.7 69.1 68.7
0.7 2 0.7 2.5 30.9 2.4 3094 0.6 3.2 2.8 7 38.9 29.7 10.3 7.5 69 68.6
0.7 2 0.7 2.5 31.4 2.4 3148.2 0.6 3.2 2.8 7.2 38.2 29.1 10.1 7.4 69 68.6
0.7 2 0.7 2.6 32 2.4 3204 0.6 3.2 2.8 7.4 37.6 28.6 9.9 7.3 69.1 68.7
0.7 2 0.7 2.6 32.7 2.3 3268.5 0.5 3.2 2.8 7.6 36.4 27.6 9.5 7.2 69 68.5
0.7 2 0.7 2.6 33.4 2.3 3331.8 0.5 3.1 2.8 7.8 35.4 26.7 9 7 68.9 68.4
0.7 2 0.7 2.7 34.1 2.3 3395.6 0.5 3.1 2.8 8 34.4 25.9 8.7 6.9 68.8 68.3
0.7 2 0.7 2.7 34.9 2.3 3465.4 0.5 3.1 2.8 8.2 33 24.8 8.1 6.7 68.7 68.1
0.7 2 0.7 2.8 35.8 2.2 3545 0.5 3 2.8 8.4 31.7 23.7 7.7 6.5 68.6 68
0.7 2 0.7 2.8 36.6 2.2 3627.4 0.5 3 2.8 8.7 30.8 22.9 7.4 6.3 68.7 68.1
0.7 2 0.7 2.9 37.4 2.1 3706.9 0.5 3 2.9 9 29.9 22 7.1 6.2 68.7 68.1
0.7 2 0.7 2.9 38.2 2.1 3787.4 0.5 3 2.9 9.3 29 21.2 6.9 6.1 68.8 68.1
0.7 2 0.7 2.9 38.8 2.1 3842.8 0.5 3 2.9 9.5 28.4 20.7 6.7 6 68.8 68.1
0.7 2 0.7 3 39.2 2 3880.4 0.5 3 2.9 9.7 28 20.3 6.6 5.9 68.8 68.1
0.7 2 0.7 3 39.5 2 3907.9 0.5 3 2.9 9.8 27.7 20 6.5 5.9 68.8 68.1
0.6 1.6 0.6 1.7 16.3 1.9 1517 0.6 3.4 2.4 2 49.4 44.3 21.4 12.6 58.9 56.5
0.7 1.7 0.7 1.7 16.7 2 1556.3 0.8 3.4 2.4 2.1 49.4 44.4 21.3 12.4 59.7 57.2
0.8 1.7 0.7 1.8 16.9 2 1586.2 0.7 3.4 2.3 2.2 49.5 44.2 21 12.4 60.1 57.9
0.7 1.7 0.7 1.8 17.3 2.2 1626.6 0.7 3.4 2.3 2.2 49.8 44.2 20.7 12.4 61 58.8
0.7 1.8 0.6 1.8 17.7 2.2 1670.5 0.7 3.3 2.3 2.3 49.2 43.6 20 12 61.3 59.3
0.7 1.8 0.7 1.8 18.1 2.2 1719.6 0.7 3.3 2.4 2.4 49.7 43.7 19.7 11.9 62.2 60.4
0.7 1.8 0.7 1.8 18.8 2.3 1783.9 0.6 3.3 2.5 2.5 49.9 43.6 19.4 11.8 63.5 61.7
0.7 1.9 0.7 1.8 19.2 2.3 1838.9 0.6 3.4 2.5 2.7 49.6 42.9 18.7 11.5 63.9 62.3
0.7 1.9 0.7 1.8 19.7 2.4 1881.9 0.6 3.3 2.5 2.7 49.3 42.4 18.2 11.3 64.5 63
0.7 1.9 0.7 1.9 20.3 2.5 1954.2 0.7 3.3 2.6 2.8 48.7 41.6 17.2 10.9 65.1 63.9
0.7 1.9 0.7 1.9 20.8 2.6 2016.6 0.6 3.3 2.6 3 48.5 40.9 16.4 10.5 65.7 64.7
0.7 1.9 0.7 1.9 21.2 2.6 2063.7 0.6 3.3 2.6 3.1 48.2 40.4 15.9 10.3 66.3 65.4
0.7 1.9 0.7 2 21.7 2.7 2130.7 0.6 3.3 2.6 3.3 48.5 40 15.3 10 67.2 66.6
0.7 2 0.7 2 22 2.7 2170.9 0.6 3.3 2.6 3.4 48 39.2 14.5 9.7 67.4 66.9
0.7 2 0.7 2 22.5 2.8 2216.2 0.6 3.2 2.6 3.5 46.8 38 13.6 9.3 67.3 67
0.7 2 0.7 2 22.9 2.8 2252.8 0.6 3.2 2.6 3.5 45.9 37.1 12.8 8.9 67.2 67
0.7 2 0.7 2 23.2 2.8 2288.6 0.6 3.2 2.6 3.6 45.1 36.2 12.2 8.7 67.1 67
0.7 2 0.7 2.1 23.7 2.8 2338.8 0.5 3.1 2.6 3.8 44.3 35.4 11.7 8.5 67.1 67.1
0.7 2 0.7 2.1 24.1 2.8 2378.5 0.5 3.1 2.6 3.9 43.8 34.9 11.4 8.3 67.2 67.1
0.7 2 0.7 2.1 24.5 2.8 2420.9 0.5 3.1 2.6 4.1 43.8 34.8 11.5 8.3 67.4 67.3
0.7 2 0.7 2.1 25 2.7 2480.8 0.5 3.1 2.7 4.4 43.4 34.4 11.5 8.3 67.5 67.4
0.7 2 0.7 2.2 25.5 2.7 2528.8 0.5 3.2 2.7 4.6 43.2 34.1 11.5 8.3 67.7 67.5
0.7 2 0.7 2.2 25.9 2.7 2580.8 0.6 3.2 2.7 4.9 43 33.9 11.5 8.2 67.9 67.7
0.7 2 0.7 2.2 26.1 2.7 2606.7 0.6 3.2 2.7 5 43.1 33.9 11.6 8.2 68 67.9
0.7 2 0.7 2.2 26.4 2.6 2634.3 0.6 3.2 2.7 5.2 43 33.8 11.6 8.2 68.2 68
0.7 2 0.7 2.2 26.6 2.6 2663.4 0.6 3.2 2.7 5.3 43.3 33.9 11.8 8.3 68.4 68.2
0.7 2 0.7 2.3 26.8 2.6 2693.8 0.6 3.2 2.7 5.5 43.2 33.7 11.8 8.2 68.5 68.3
0.7 2 0.7 2.3 27 2.6 2722.8 0.6 3.3 2.7 5.6 43.5 33.9 12 8.3 68.9 68.7
0.7 2 0.7 2.3 27.3 2.6 2754.8 0.6 3.3 2.7 5.8 43.7 33.9 12.1 8.3 69.1 68.9
0.7 2 0.7 2.3 27.6 2.5 2789.2 0.6 3.3 2.7 6 43.6 33.7 12.1 8.3 69.3 69
