typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE groundViewPercentage firstViewPercentage
0.6 1.4 0.5 1.7 18 1.6 1787 0.7 2.9 2.2 4.1 36.8 31.5 15.2 8.9 50 48.2
0.7 1.5 0.8 1.8 18.1 1.5 1801.6 0.8 2.9 2.1 4.1 37 31.2 15.3 9 50 48.6
0.5 1.4 0.8 1.9 18.5 1.7 1816.7 0.6 2.9 2.2 4.4 36.9 31.4 15.2 8.8 50.2 48.6
0.7 1.5 0.7 1.9 18.7 1.7 1832 0.6 2.9 2 4.4 37.2 31.4 15.2 8.8 50.6 48.8
0.5 1.4 0.8 1.8 18.8 1.6 1847.7 0.6 2.8 2.1 4.5 37.1 31.2 15.1 9 50.6 49.3
0.7 1.5 0.7 1.9 18.7 1.5 1861.8 0.6 2.8 2.2 4.2 36.8 31.3 15 8.8 50.7 49.2
0.6 1.5 0.6 1.9 19.2 1.7 1878.5 0.7 2.8 2.1 4.4 36.8 31.2 15.1 9 51.1 49.6
0.7 1.7 0.6 1.7 19.3 1.6 1895.5 0.5 2.8 2.2 4.3 36.9 31.1 14.8 8.8 51.2 49.7
0.5 1.5 0.8 1.7 19.4 1.6 1912.9 0.6 2.9 2 4.6 36.9 31.1 15 8.7 51.5 50.1
0.7 1.5 0.5 1.8 19.5 1.7 1929 0.7 2.8 2 4.5 36.7 31 14.6 8.7 51.7 49.9
0.8 1.5 0.7 1.9 19.6 1.7 1947.3 0.8 2.7 2.2 4.6 36.5 31 14.5 8.9 51.7 50.4
0.7 1.4 0.7 1.8 20 1.7 1966.3 0.7 2.7 2.1 4.6 36.6 31 14.7 8.8 52.2 50.6
0.8 1.6 0.8 1.8 20.2 1.7 1986 0.6 2.7 2 4.5 36.6 30.9 14.5 8.7 52.5 50.8
0.7 1.7 0.7 2 20.3 1.7 2006 0.6 3 2.2 4.7 36.6 30.8 14.6 8.9 52.5 51.1
0.6 1.5 0.6 1.9 20.7 1.6 2024.7 0.8 2.8 2.3 4.6 36.3 30.6 14.3 8.6 52.7 51.3
0.6 1.7 0.7 2 20.8 1.8 2045.9 0.7 2.9 2.2 4.7 36.5 30.7 14.3 8.6 52.9 51.5
0.8 1.5 0.8 2 21 1.7 2067.9 0.8 2.9 2.3 4.8 36.3 30.6 14.2 8.7 53.2 51.9
0.6 1.5 0.7 2 21.3 1.7 2090.3 0.7 2.8 2.3 4.8 36.3 30.6 14.2 8.8 53.5 52.1
0.6 1.7 0.7 1.8 21.5 1.6 2113.7 0.7 2.9 2.3 5 36.2 30.1 13.8 8.7 53.8 52.3
0.8 1.7 0.6 2 21.6 1.8 2137.4 0.5 2.8 2.3 5 36.2 30.1 13.9 8.6 53.9 52.6
0.6 1.6 0.7 2 22 1.6 2162 0.7 2.7 2.3 5.1 36.2 30.1 13.9 8.5 54.3 52.9
0.6 1.7 0.7 1.9 22.3 1.7 2187.4 0.7 2.9 2.2 5.1 36.3 30.2 13.7 8.5 54.8 53.3
0.8 1.6 0.6 2.1 22.5 1.9 2214.2 0.5 2.8 2.2 5 35.7 29.9 13.6 8.4 54.9 53.6
0.6 1.6 0.6 2 22.7 1.7 2241.1 0.7 2.8 2.3 5.1 35.9 29.8 13.4 8.4 55.1 53.9
0.8 1.5 0.6 2.1 23 1.7 2269 0.5 2.9 2.2 5.2 35.9 29.8 13.4 8.4 55.6 54.3
0.6 1.7 0.6 2 23.4 1.9 2298.9 0.5 2.8 2.3 5.3 35.4 29.5 13.2 8.4 55.6 54.4
0.8 1.6 0.6 2 23.6 1.8 2328.4 0.6 2.9 2.3 5.4 35.6 29.4 13 8.4 56.1 54.9
0.6 1.7 0.8 2.1 23.9 1.7 2358.8 0.6 3 2.4 5.5 35.5 29.3 12.9 8.3 56.6 55.2
0.7 1.6 0.6 2.1 24.4 1.8 2390.2 0.7 2.9 2.4 5.4 35.4 29.3 12.8 8.3 56.9 55.8
0.8 1.6 0.6 2.2 24.7 1.8 2424.3 0.7 2.9 2.4 5.6 35.2 28.9 12.5 8.1 57.1 55.9
0.7 1.8 0.6 2.1 25 1.8 2457.8 0.6 2.8 2.4 5.6 35.2 28.9 12.6 8.1 57.6 56.3
0.6 1.7 0.7 2.2 25.4 1.9 2492.2 0.6 2.9 2.4 5.7 35.2 29 12.5 8.2 58.1 56.8
0.7 1.6 0.6 2.2 25.8 1.9 2530.1 0.6 2.9 2.5 5.9 34.8 28.5 12.2 8.1 58.2 57.1
0.8 1.8 0.7 2.3 26.1 2 2566.8 0.6 3 2.4 5.9 34.8 28.4 12.1 8 58.8 57.7
0.7 1.8 0.7 2.2 26.5 1.9 2604.3 0.5 2.9 2.4 5.9 34.8 28.4 12 8 59.2 58.1
0.7 1.8 0.7 2.2 27 1.9 2645.9 0.6 3 2.4 6 34.5 28.1 11.6 7.9 59.6 58.4
0.7 1.8 0.7 2.3 27.3 1.9 2685.8 0.6 2.9 2.5 6.2 34.5 28 11.6 8 60 58.9
0.6 1.8 0.7 2.3 27.7 2 2726.6 0.6 3 2.5 6.3 34.5 28 11.4 7.9 60.6 59.5
0.7 1.8 0.7 2.3 28.2 2 2772.5 0.6 2.9 2.5 6.4 34.3 27.6 11.3 7.7 61 59.9
0.8 1.8 0.7 2.4 28.7 1.9 2814.8 0.6 3 2.5 6.5 34.2 27.5 11.1 7.7 61.5 60.4
0.7 1.8 0.7 2.4 29.1 2 2858.5 0.6 2.9 2.5 6.6 34.2 27.4 11 7.7 61.9 60.9
0.7 1.8 0.7 2.4 29.5 2 2907.2 0.5 3 2.6 6.7 34 27.2 10.8 7.6 62.4 61.3
0.7 1.8 0.7 2.5 30 2 2952 0.6 3 2.6 6.8 33.8 26.9 10.6 7.6 62.9 61.8
0.7 1.9 0.7 2.5 30.5 2 2997.3 0.5 3 2.6 7 33.7 26.8 10.5 7.5 63.3 62.4
0.7 1.9 0.7 2.5 31 2 3047.3 0.5 3 2.6 7 33.5 26.5 10.2 7.5 63.8 62.8
0.7 1.9 0.7 2.5 31.4 2.1 3092.4 0.6 3 2.7 7.2 33.4 26.3 10 7.4 64.2 63.2
0.7 1.9 0.7 2.5 31.9 2 3136.9 0.6 3 2.7 7.3 33.2 26.2 9.9 7.3 64.7 63.7
0.7 1.9 0.7 2.6 32.4 2.1 3185.1 0.5 3 2.7 7.4 33 25.8 9.7 7.2 65.1 64.2
0.7 1.9 0.7 2.6 32.8 2.1 3226.8 0.5 3 2.7 7.6 32.8 25.6 9.6 7.2 65.5 64.5
0.7 1.9 0.7 2.6 33.2 2.1 3271.1 0.6 3 2.7 7.7 32.6 25.3 9.3 7.1 65.8 64.9
0.7 1.9 0.7 2.6 33.5 2.1 3307.4 0.5 3 2.8 7.8 32.5 25.2 9.2 7.1 66.2 65.2
0.7 1.9 0.7 2.7 33.9 2.1 3340 0.6 3 2.8 7.9 32.3 25 9.1 7 66.5 65.5
0.7 1.9 0.7 2.7 34.2 2.1 3372.9 0.5 3 2.8 8 32.1 24.7 8.9 7 66.7 65.8
0.7 1.9 0.7 2.7 34.4 2.1 3395.9 0.5 3 2.8 8 32 24.6 8.8 6.9 66.9 66
0.7 2 0.7 2.7 34.6 2.1 3413 0.5 3 2.8 8.1 31.9 24.5 8.7 6.9 67 66.2
0.7 2 0.7 2.7 34.8 2.1 3428.6 0.5 3 2.8 8.1 31.8 24.4 8.6 6.9 67.1 66.3
0.7 1.9 0.7 2.7 34.8 2.1 3433.1 0.5 3 2.8 8.1 31.8 24.3 8.6 6.9 67.2 66.3
0.7 2 0.7 2.7 34.8 2.1 3435.6 0.5 3 2.8 8.1 31.6 24.2 8.4 6.8 67.2 66.3
0.7 2 0.7 2.7 34.8 2.1 3427.2 0.5 3 2.8 8.1 31.8 24.3 8.5 6.8 67.2 66.3
0.7 1.9 0.7 2.7 34.6 2.1 3412.8 0.5 3 2.8 8 31.8 24.4 8.5 6.8 67.1 66.3
0.7 1.9 0.7 2.7 34.4 2.2 3397.3 0.5 3 2.8 8 31.8 24.3 8.4 6.8 66.9 66.1
0.7 1.9 0.7 2.7 34.2 2.1 3372.5 0.5 3 2.8 7.9 31.9 24.5 8.5 6.8 66.8 66
0.7 1.9 0.7 2.6 34 2.1 3347.5 0.5 3 2.8 7.8 31.9 24.5 8.5 6.8 66.5 65.8
0.7 1.9 0.7 2.6 33.6 2.2 3314.9 0.5 3 2.7 7.7 32 24.6 8.5 6.8 66.3 65.5
0.7 1.9 0.7 2.6 33.3 2.2 3279.2 0.5 3 2.7 7.6 32.1 24.8 8.6 6.9 66 65.2
0.7 2 0.7 2.6 32.9 2.2 3245.5 0.5 3 2.7 7.4 32.2 24.8 8.5 6.8 65.7 64.9
0.7 1.9 0.7 2.6 32.5 2.2 3206.1 0.5 3 2.7 7.3 32.2 24.9 8.6 6.8 65.3 64.6
0.7 1.9 0.7 2.5 32.2 2.2 3169.5 0.5 3 2.7 7.2 32.2 24.9 8.5 6.8 64.9 64.2
0.7 1.9 0.7 2.5 31.8 2.2 3127.6 0.5 2.9 2.6 7.1 32.2 25 8.6 6.8 64.5 63.8
0.7 1.9 0.7 2.5 31.4 2.2 3086 0.5 2.9 2.6 7 32.3 25.1 8.6 6.8 64.1 63.4
0.7 1.9 0.7 2.5 31 2.2 3047 0.5 2.9 2.6 6.9 32.1 24.9 8.6 6.8 63.5 62.8
0.7 1.9 0.7 2.5 30.6 2.2 3005.3 0.5 2.9 2.6 6.7 32.1 24.9 8.6 6.8 63.1 62.4
0.7 1.8 0.7 2.5 30.2 2.2 2967.2 0.5 2.8 2.6 6.6 31.9 24.9 8.5 6.7 62.5 61.9
0.8 0.8 0.5 0.8 3 0.4 296.4 0.5 1.8 0.6 1.1 18.7 16.4 10 4.8 16.8 15.2
0.8 0.7 0.8 0.6 3 0.9 308.2 1 1.3 1.1 1.3 19 17.1 10.1 5.1 16.8 16.1
0.9 1.2 0.9 1 3.3 0.3 309.4 0.8 1.5 1.3 1.5 19.4 16.7 10.3 5.2 17.5 16.2
0.3 1.1 0.7 0.4 3.5 0.9 314.3 0.8 1.9 1 1.3 19.6 17.4 10.6 5 17.8 16.4
0.6 0.5 0.7 0.6 3.2 0.6 324.8 0.8 1.7 1.4 1.7 20.3 17.7 10.3 5.2 18.1 17.1
0.3 0.8 0.5 0.9 3.3 0.5 329.8 0.4 1.6 1 1.1 20.7 18 10.7 5.8 18.1 17.1
0.2 0.7 0.4 0.7 3.1 0.7 331.2 0.6 2 1.3 1.5 20.6 18.6 10.9 5.5 18.1 17.2
0.6 0.8 0.4 1.1 3.4 1 342 0.4 1.7 1.4 1.6 21.1 18.8 11.3 5.4 19.1 17.8
1 1.1 0.5 0.8 3.4 1.1 347 0.5 1.5 1 1.3 21.2 19.5 11.8 6.1 19.5 18.1
0.7 0.6 0.8 0.9 3.8 0.6 348.2 0.5 1.5 1.1 1.6 21.5 19.2 11.1 5.9 19.6 18.4
0.6 0.9 0.7 1.2 3.6 0.8 361.8 0.8 1.3 1.1 1 22.3 20.1 12.2 6.3 20.3 19
0.2 1.2 1 0.6 3.6 0.7 363.2 0.5 2 1.1 1.1 22.3 20.3 11.7 6.3 20.1 19.1
0.6 0.7 0.4 1 3.7 0.8 364.3 1 1.9 1.4 1.6 22.3 20.1 11.9 6.4 20.3 18.8
0.2 0.9 0.9 1.1 3.7 0.4 377.5 0.9 1.7 0.8 1.3 22.7 20.4 12 6 20.5 19.7
0.6 0.9 0.7 0.6 4 0.6 379.2 0.5 1.8 1.1 1.7 23.3 20.6 12.6 6.1 21.2 19.4
0.4 0.7 0.7 0.6 3.7 0.5 383.2 1 2.1 1.2 1.2 23.8 21.2 12.7 6.5 21 20
0.3 0.8 0.3 0.8 3.9 0.6 384.6 0.7 1.9 1.2 1.2 23.2 21 12.3 6.1 21 20.1
0.9 1.2 0.6 1 4.1 0.6 420.2 0.5 2 1.3 1.5 24.2 22.2 13.1 6.3 22.2 20.8
0.9 1.1 0.8 1.3 4.9 1.1 449.6 0.8 1.9 1.3 1.2 25.3 22.5 13 6.4 23.3 21.8
0.9 1.1 0.8 1.3 5 0.5 467.8 0.4 2 1.2 1.9 24.9 22.6 13.3 7.1 23.5 22.1
0.5 0.7 0.5 1.2 5.5 1.1 510 0.4 2.1 1.2 1.7 25.6 23.3 13.2 6.8 24.4 22.7
1 0.9 0.7 1 5 0.9 530.5 0.9 1.8 1.1 1.8 26.1 23.6 13.9 6.7 24.8 23.1
0.3 1.2 0.6 1.3 5.7 1 532.8 1 1.7 1.3 1.6 26.6 23.5 13.5 6.9 25.1 23.5
0.8 0.9 0.9 0.7 5.4 0.8 551 0.3 2.1 1.3 1.9 26.6 23.8 13.8 6.9 25.6 24.2
0.4 1 0.3 0.8 5.5 0.9 578.8 0.8 2.3 1 2.2 27.5 24.3 13.8 6.9 26.4 24.6
0.4 1 0.6 1.3 6.1 0.7 589.6 1 1.9 1.1 2.3 27.2 24.2 14.4 7.5 26.2 25.1
0.3 1.2 0.7 0.8 6.3 1.1 610.1 0.7 2 1.2 1.9 27.5 24.4 14.2 7.4 27.4 25.5
0.5 1.1 0.5 0.7 6.1 0.7 612.4 0.6 2.3 1.2 1.7 27.9 24.9 14.1 7 27.4 25.9
0.3 0.8 0.3 0.8 6.5 1 646.1 0.6 2 1.6 2.3 28.8 25.1 14.8 7.4 27.8 26.6
0.7 0.7 0.7 1.1 6.8 0.9 665.9 0.9 2.4 1.3 2.3 28.6 25.8 14.6 7.5 28.4 26.6
0.5 0.9 0.9 1 6.9 1.2 668.3 0.8 2.4 1.3 2.4 29 25.7 14.7 7.7 28.5 27.3
0.6 1.3 0.4 0.9 6.8 1 686.3 0.6 2.2 1.2 2.4 29 25.9 14.8 7.7 29.1 27.1
0.6 0.8 0.5 1 7.3 0.7 712.7 1 2.3 1.2 2.4 29.9 26.4 14.8 7.6 30.1 28.5
0.8 1 0.3 1.3 7 1 731.1 0.5 2 1.5 2.4 30 26.5 15.4 7.8 30.5 28.5
0.9 1 0.9 1.2 7.6 1.1 748.6 0.6 2.3 1.4 2.3 30.5 26.6 15 8.1 30.7 29.1
0.8 0.8 0.6 1 7.5 0.9 751.9 0.5 2.3 1.4 2.2 30.5 26.8 15.1 7.8 30.7 29.3
0.4 1.1 0.8 0.9 7.5 1.1 778.7 0.7 2.2 1.2 2 30.6 27.4 15.4 8.2 31.5 29.7
0.4 1 0.5 1.4 7.8 0.6 787.2 0.7 2 1.3 2.5 31.3 27.3 15.4 7.9 31.7 30
0.4 0.9 0.9 1.2 8.1 0.9 804.9 1 2 1.3 2.5 31 27.7 15.9 8.1 31.7 30.6
0.4 0.8 0.4 0.8 8.2 1 808.9 0.9 2.6 1.4 2.3 31.7 27.7 15.5 8.4 32.5 30.6
0.5 1.2 0.8 1.4 8.3 1.2 833.9 1 2.2 1.7 2.5 31.7 28 15.7 8 32.9 30.9
0.9 0.9 0.4 1.1 8.5 1 856.4 0.9 2.5 1.2 2.4 32 28.5 15.8 8.5 33.2 31.5
0.7 1.3 0.5 0.9 8.7 0.7 860.4 0.4 2.3 1.7 2.8 32.4 28.6 15.8 8.1 33.3 32.1
0.4 1.2 0.7 1 9 0.7 877.2 0.5 2.5 1.8 2.6 32.7 28.6 16.1 8.5 33.6 31.9
0.8 1 0.6 1 8.7 1.3 888 0.6 2.7 1.7 2.6 32.6 28.6 16.4 8.3 33.9 32.6
0.4 0.9 0.7 1 9.1 1.2 904.8 1 2.1 1.4 2.9 32.7 29.1 16.1 8.3 34.4 32.6
0.5 1.3 0.7 1.4 9.5 1.1 935.5 0.9 2.7 1.4 2.9 33.4 29.2 16.6 8.4 35.3 33.5
0.6 1.1 0.5 1.5 9.1 1 944 0.6 2.2 1.7 2.8 33.4 29.2 16.5 8.5 35.8 34
0.7 1.1 0.6 1 9.5 1 966.9 0.7 2.6 1.6 2.5 33.6 29.7 16.3 8.8 36 34.1
0.9 1.3 0.4 1.2 9.5 0.9 970.3 0.7 2.6 1.8 2.5 33.9 30 16.7 8.7 36.3 34.4
0.6 1.4 0.5 1.3 9.6 0.8 986.3 0.8 2.4 1.9 2.7 33.8 29.8 16.6 8.4 36.4 34.7
0.7 1.1 0.9 1.2 9.9 0.8 1001.6 0.8 2.5 1.6 3 34.2 30 16.7 8.7 36.5 34.6
0.9 1.3 0.6 1.4 10.3 1.2 1012.1 0.9 2.7 1.5 3 34.1 29.8 16.5 8.5 36.6 34.9
0.4 1 0.8 1.1 10.5 1.2 1032.1 1 2.5 1.7 3 34.7 30.2 16.5 9 37.5 35.5
0.7 1.1 0.5 1.1 10.5 1.2 1042 0.8 2.5 1.8 2.9 34.6 30.2 16.5 8.9 37.8 35.9
0.7 1.1 0.6 1.6 10.8 0.8 1062.9 0.9 2.4 1.4 3.1 34.6 30.3 16.5 9 38.1 36.4
0.8 1.3 0.8 1.1 10.5 1 1067.3 0.7 2.6 1.9 2.9 35 30.3 16.7 8.6 38.4 36.1
0.7 1.3 0.5 1.3 11 1 1087.8 0.6 2.6 1.8 3 35.1 30.4 16.9 9 38.7 36.7
0.6 1.5 0.9 1.3 10.9 1.3 1102.1 0.7 2.4 1.5 2.8 35 30.4 16.8 9.1 38.6 36.9
0.6 1 0.5 1.3 11.3 1.1 1106.3 0.9 2.7 1.8 2.8 35.5 30.7 16.6 9 39 37.2
0.5 1 0.9 1.4 11 1.3 1124.4 1 2.5 1.5 3.1 35.3 30.9 16.6 9.1 39.2 37.6
0.6 1.3 0.6 1.1 11.2 1.1 1134.8 0.8 2.6 1.5 3.3 35.6 31.2 16.7 9 39.4 37.6
0.7 1.4 0.5 1.5 11.4 1 1153.8 0.7 2.6 1.7 3.2 35.9 31 16.9 8.9 40 38.2
0.8 1.4 0.6 1.5 11.7 1.2 1166.6 0.9 2.7 1.8 3.1 35.8 31.2 16.7 8.8 40.2 38.1
0.7 1.5 0.5 1.6 11.5 1.1 1171.8 0.8 2.8 1.5 3.1 36.1 31.1 16.9 9.1 40.3 38.2
0.6 1.3 0.9 1.4 12 1 1193.8 1 2.7 1.8 3.2 36.2 31.4 16.8 9 40.4 38.7
0.4 1.2 0.7 1.6 12.1 1.2 1208.4 0.6 2.8 1.8 3.4 36.4 31.3 16.7 9.2 41.1 39.3
0.8 1.2 0.8 1.5 12.3 1.3 1220.8 1 2.6 1.9 3.5 36.3 31.2 16.9 9.2 41.4 39.3
0.7 1.2 0.5 1.3 12.4 1 1233.3 0.6 2.4 1.8 3.2 36 31.3 16.9 9.2 41.3 39.5
0.7 1.1 0.5 1.4 12.3 1.2 1243.3 0.9 2.5 1.9 3.5 36.4 31.6 17.1 9.3 41.4 39.7
0.7 1.2 0.6 1.4 12.3 1.1 1255.6 0.7 2.8 1.7 3.4 36.6 31.4 16.8 8.9 41.7 40.1
0.4 1.4 0.7 1.6 12.4 1.4 1264.7 0.7 2.7 1.8 3.2 36.8 31.6 17 9 42.3 40.1
0.9 1.3 0.8 1.7 12.8 1.4 1276.6 0.5 2.7 1.7 3.5 36.9 31.9 16.9 9.3 42.1 40.3
0.9 1.2 0.6 1.4 12.8 1.3 1286.3 0.9 2.7 1.9 3.4 36.9 31.8 17 9.1 42.3 40.6
0.6 1.4 0.7 1.6 12.9 1.3 1298.2 0.9 2.8 1.8 3.2 36.9 31.9 16.8 9.1 42.7 40.8
0.8 1.1 0.6 1.6 13 1.4 1303.7 0.5 2.5 1.7 3.2 36.9 31.6 17 9.1 42.9 41.1
0.4 1.1 0.7 1.4 13 1.3 1309.7 0.7 2.8 1.6 3.5 36.9 32.1 17 9 42.7 41.1
0.9 1.3 0.7 1.4 13.3 1.4 1315.6 0.8 2.6 1.8 3.6 37 32 17.2 9.3 43.1 41.4
0.5 1.2 0.8 1.7 13.1 1.2 1325.5 0.6 2.8 2 3.5 37.2 31.9 17.1 9.4 43.2 41.5
0.7 1.5 0.5 1.4 13.1 1.2 1331.4 0.8 2.6 1.7 3.5 36.9 31.9 16.8 9.4 43.4 41.8
0.6 1.1 0.5 1.5 13.5 1.5 1341.1 0.5 2.5 1.7 3.6 37 32.3 17.1 9 43.3 42
0.6 1.4 0.7 1.5 13.6 1.5 1347.3 0.6 2.5 1.7 3.4 37.1 32.2 17.1 9.3 43.5 41.9
0.6 1.5 0.5 1.4 13.7 1.5 1356.9 0.7 2.5 1.7 3.5 37.3 32.1 16.9 9.3 43.6 41.9
0.8 1.3 0.9 1.4 13.6 1.1 1363.3 0.5 2.8 1.9 3.4 37.5 32.2 16.9 9.1 44.1 42.2
0.6 1.2 0.8 1.6 13.6 1.4 1372.6 0.6 2.9 2 3.3 37.5 32.4 17.1 9.4 44 42.4
0.8 1.2 0.5 1.3 13.9 1.4 1379.5 0.6 2.6 1.8 3.4 37.5 32.3 17.1 9.2 44.4 42.6
0.9 1.3 0.5 1.5 13.8 1.4 1389 0.6 2.8 1.8 3.5 37.4 32.5 17.1 9.3 44.5 42.9
0.7 1.5 0.8 1.5 14 1.2 1395.4 0.8 2.6 1.8 3.7 37.6 32.2 17.1 9.3 44.4 42.7
0.8 1.3 0.9 1.4 14 1.4 1402.4 0.9 2.6 1.9 3.5 37.7 32.3 16.9 9.3 44.5 43.1
0.6 1.4 0.8 1.4 14.1 1.2 1414.3 0.8 2.6 1.8 3.8 37.8 32.3 16.8 9.4 44.8 43.4
0.8 1.3 0.7 1.7 14 1.2 1421.5 0.8 2.7 2.1 3.8 37.8 32.6 17 9.2 45 43.4
0.7 1.2 0.5 1.7 14.4 1.2 1433.4 0.6 2.6 1.8 3.5 37.6 32.6 16.7 9.2 45.4 43.6
0.7 1.3 0.7 1.7 14.3 1.3 1440.4 0.8 2.9 1.8 3.5 37.6 32.4 16.8 9.3 45.4 43.8
0.8 1.5 0.8 1.7 14.4 1.2 1449.9 0.7 2.9 2.1 3.5 37.8 32.5 16.9 9.3 45.5 43.9
0.6 1.2 0.8 1.7 14.5 1.5 1457.4 0.6 2.9 2.1 3.7 37.8 32.7 17 9.3 45.8 43.9
0.6 1.4 0.7 1.6 14.6 1.2 1465 0.7 2.8 1.9 3.5 37.7 32.4 16.8 9.3 46 44.3
0.5 1.4 0.6 1.8 14.7 1.2 1472.4 0.8 2.8 1.8 3.5 37.8 32.7 17 9.3 46.1 44.2
0.7 1.2 0.6 1.8 14.6 1.6 1480.2 0.6 2.9 1.9 3.8 37.8 32.5 16.7 9.4 46.1 44.2
0.8 1.2 0.6 1.5 15.1 1.4 1490.1 0.9 2.9 2.1 3.8 37.8 32.6 16.7 9.3 46.2 44.8
0.8 1.5 0.6 1.7 14.8 1.5 1499.9 0.8 2.8 2 3.7 38 32.4 16.9 9.1 46.6 44.9
0.5 1.4 0.6 1.4 15.2 1.4 1505.5 0.6 2.7 1.8 3.6 37.6 32.3 16.8 9.1 46.6 44.7
0.7 1.3 0.8 1.5 15.3 1.4 1513.8 0.7 2.7 2.1 3.6 37.8 32.4 16.8 9.3 46.5 45
0.7 1.6 0.8 1.7 15.2 1.3 1522.2 0.8 2.9 2 3.6 37.8 32.4 16.7 9.1 46.7 45.1
0.7 1.6 0.8 1.6 15.3 1.3 1530.9 0.7 2.7 2 3.9 37.9 32.6 16.4 9.3 46.9 45.1
0.6 1.3 0.5 1.6 15.3 1.2 1539.6 0.7 2.6 2.1 3.9 37.7 32.6 16.4 9.4 47.1 45.3
0.7 1.5 0.7 1.5 15.4 1.5 1548.5 0.6 3 2 3.9 38 32.5 16.5 9.3 47.2 45.6
0.6 1.6 0.7 1.5 15.5 1.6 1557.7 0.5 2.7 1.9 4 37.9 32.4 16.5 9.4 47.4 45.5
0.8 1.5 0.8 1.5 15.6 1.5 1567.2 0.6 2.7 1.9 3.9 37.9 32.3 16.5 9.1 47.2 45.5
0.8 1.6 0.6 1.6 15.7 1.6 1576.5 0.6 2.6 1.9 3.9 38 32.5 16.4 9.3 47.3 45.9
0.7 1.6 0.8 1.7 15.8 1.3 1586.3 0.9 2.7 2 3.9 37.9 32.5 16.6 9.3 47.6 45.9
0.7 1.6 0.7 1.8 16.1 1.6 1596.1 0.5 2.7 2 3.8 38 32.4 16.2 9.4 47.8 46.2
0.8 1.3 0.6 1.6 16.2 1.6 1603.5 0.7 2.6 2 4 37.8 32.1 16.2 9.3 47.7 46
0.7 1.6 0.7 1.7 16.1 1.3 1613.7 0.7 3 2.1 3.9 37.6 32.2 16.2 9.3 48 46.1
0.5 1.4 0.6 1.8 16.5 1.3 1624.4 0.7 2.8 2 3.8 37.7 32.4 16.1 9.2 48.1 46.3
0.6 1.3 0.5 1.5 16.6 1.4 1634.7 0.8 2.9 1.8 3.8 37.6 32.2 16.3 9.3 48.4 46.4
0.6 1.4 0.8 1.6 16.7 1.5 1645.9 0.6 2.8 2.1 3.9 37.7 32.4 16.2 9 48.5 46.6
0.5 1.5 0.7 1.5 16.6 1.4 1656.9 0.6 2.7 1.9 4.1 37.7 32.4 16.1 9 48.5 47.1
0.8 1.3 0.7 1.8 16.8 1.4 1668.4 0.8 2.8 2.1 4.1 37.7 32.3 16 9 48.6 47
0.8 1.4 0.6 1.8 16.8 1.3 1677.6 0.6 2.9 2.1 4.1 37.7 32 15.8 9 48.9 47.3
0.8 1.6 0.6 1.6 17 1.4 1689.3 0.6 2.9 2.1 4 37.6 31.9 16 9.2 48.7 47.3
0.7 1.6 0.5 1.5 17.2 1.4 1701.7 0.7 2.9 2.1 4.2 37.7 32.1 15.9 9.1 49 47.5
0.7 1.4 0.5 1.9 17.2 1.7 1714 0.7 2.7 2 4 37.6 31.9 16 9.2 49.3 47.7
0.7 1.4 0.8 1.9 17.2 1.6 1726.8 0.7 2.9 2.1 4 37.5 31.8 15.7 9.2 49.3 47.8
0.5 1.5 0.8 1.8 17.5 1.7 1740 0.7 2.8 2.1 4.2 37.4 31.9 15.9 8.9 49.4 48.1
0.8 1.4 0.7 1.9 17.7 1.6 1750.9 0.6 2.9 2 4.3 37.3 31.6 15.5 9 49.5 48.1
0.8 1.5 0.8 1.7 17.7 1.5 1764.4 0.7 2.8 2.2 4.3 37.4 31.6 15.6 8.9 49.7 48.1
0.6 1.5 0.7 1.8 18 1.7 1778.5 0.6 2.9 2.1 4.4 37.2 31.7 15.6 8.9 50.1 48.4
0.6 1.5 0.6 1.8 18.2 1.4 1792.9 0.6 2.7 2.1 4.4 37.5 31.7 15.6 9.1 50 48.7
0.8 1.4 0.7 1.7 18.1 1.5 1807.7 0.5 2.8 2.2 4.1 37.3 31.8 15.4 9.1 50.4 48.8
0.7 1.5 0.8 1.9 18.4 1.5 1822.5 0.6 2.8 2.1 4.3 37.3 31.6 15.6 8.9 50.7 49.1
0.7 1.7 0.5 1.7 18.4 1.5 1835.9 0.7 2.9 2.1 4.3 37 31.4 15.2 8.8 50.5 49.2
0.6 1.4 0.6 1.6 18.8 1.7 1851.8 0.6 2.9 2 4.3 37.2 31.6 15.3 9.1 50.8 49.2
0.8 1.6 0.7 1.8 18.9 1.5 1868 0.6 2.9 2.3 4.5 37 31.4 15.1 8.9 51 49.5
0.8 1.7 0.8 1.9 19.2 1.5 1884.8 0.5 2.8 2 4.4 37.3 31.4 15.2 8.9 51.4 49.9
0.6 1.4 0.7 1.8 19.3 1.7 1899.9 0.7 3 2.2 4.6 36.8 31.2 15.1 9 51.3 49.9
0.5 1.4 0.7 1.9 19.6 1.6 1917.3 0.6 2.7 2.1 4.4 36.9 31.1 14.9 8.8 51.6 50.1
0.8 1.5 0.8 1.7 19.7 1.8 1935.7 0.8 2.7 2.1 4.6 37.1 31.3 14.8 8.8 52 50.2
0.7 1.6 0.6 1.8 19.8 1.7 1954.1 0.5 2.9 2.2 4.7 37 31.2 14.8 8.9 52.2 50.7
